query_id,comparison_set_id,query_text,consumer_type,weight_price,weight_quality,weight_aesthetics,welfare_optimal_product_id,highest_fee_product_id,has_conflict_for_query,max_welfare,runner_up_welfare,welfare_gap
Q01744b13d2,S00001,"I need a USB-rechargeable headlamp for camping that doesn't break the bank but still performs well—ideally something that looks sleek too since I'll be wearing it a lot. What would you recommend that strikes a good balance between affordability, reliability, and style?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qd5c784497d,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank. I don't want to spend much, but it needs to be reliable enough for a few camping trips and not fall apart. Does anyone have recommendations for something affordable that actually works well?",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qe3bfff80eb,S00001,I need a really durable USB-rechargeable headlamp for camping that won't die on me halfway through a trip - what's the best quality option that won't break the bank? Build and reliability matter most to me.,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q55a3ab80ed,S00001,"I'm looking for a USB-rechargeable headlamp for camping that doesn't look bulky or ugly - ideally something sleek and modern that I won't be embarrassed to wear. It should still be decent quality and not cost me a fortune, but honestly the design matters most to me.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q0f47221330,S00001,I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but also needs to actually work well and look decent. I want something that balances good performance with reasonable pricing and doesn't look too clunky on my head.,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q17ad7a41c0,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank - budget is really important to me. I still want something reliable that'll last, but I'm mainly looking for the best value for the money. Any recommendations for a good deal?",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q3eed88aa35,S00001,"I need a really reliable USB-rechargeable headlamp for camping that won't let me down in the backcountry. I'm willing to spend more if it means getting excellent build quality and durability, since I'd rather invest once in something that actually lasts than deal with constant replacements.",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q3648a4b116,S00001,"I'm looking for a really sleek and modern USB-rechargeable headlamp for camping that doesn't look clunky or outdated. It should be stylish enough that I don't feel self-conscious wearing it, and ideally something that comes in nice colors or has a minimalist design—without breaking the bank.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qecfbd824cb,S00001,"I'm looking for a USB-rechargeable headlamp for camping that doesn't break the bank but still has good quality and looks decent. Want something reliable that won't cost me an arm and a leg, but I also want it to look nice when I'm wearing it.",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q527c39aac2,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank. I want something reliable that'll last, but I'm mainly looking for the best value for money without spending too much.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qbb57e110cf,S00001,I need a really reliable USB-rechargeable headlamp for camping that won't let me down in the backcountry. Build quality and durability are super important to me since I go camping a lot - I'd rather pay more upfront for something that lasts than cheap out and have it fail on me.,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q72133b6a10,S00001,"I need a USB-rechargeable headlamp for camping that actually looks stylish and modern, not like one of those bulky industrial things. I want something that looks good without breaking the bank, but I'm willing to pay a bit more if it's genuinely well-made and has that sleek aesthetic I'm going for.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qebfd47e7ac,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has good quality and doesn't look too bulky. What would you recommend that balances price, durability, and design?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q07fc80cc32,S00001,"Looking for a USB-rechargeable headlamp for camping that won't break the bank - budget is pretty tight for me. I want something that actually works reliably and won't die on me in the middle of a trip, but honestly the cheapest decent option would be ideal.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q8a54df6ee8,S00001,"I need a really durable USB-rechargeable headlamp for camping that won't break down on me in the field. Build quality and reliability are most important to me, but I'd prefer something that doesn't cost a fortune. Any solid recommendations?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q6ef42774a9,S00001,"I need a USB-rechargeable headlamp for camping that actually looks good - something stylish I won't be embarrassed to wear. It doesn't have to be the cheapest option, but I want it to be reliable and well-made since I'll be using it regularly.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qfb5bed3101,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has solid build quality and doesn't look too clunky. What's a good middle-ground option that balances price, durability, and style?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q2e7746430e,S00001,I need a USB-rechargeable headlamp for camping that won't break the bank - what's the best budget option that still has solid reliability and doesn't look too clunky?,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qfe55b2d5f5,S00001,"I'm looking for a really durable USB-rechargeable headlamp for camping that won't let me down in the backcountry. Quality and reliability are super important to me since I'll be using it a lot, though I don't mind paying a bit more if it means getting something that's built to last.",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q7453924c02,S00001,"I'm looking for a USB-rechargeable headlamp for camping that actually looks sleek and modern - I want something that doesn't look bulky or ugly on my head. It needs to be reliable enough for outdoor use, but honestly I'm more focused on finding something stylish that I'll actually want to wear.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q9a4511cf33,S00001,I'm looking for a USB-rechargeable headlamp for camping that doesn't break the bank but still has decent brightness and durability. I'd also prefer something that looks nice since I'll be wearing it a lot. What would you recommend?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q3a4b16efd7,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank. I want something reliable that'll last through multiple camping trips without dying on me, but honestly price is the biggest factor since I'm on a tight budget.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qbce963fc3c,S00001,"I need a really reliable USB-rechargeable headlamp for camping that will actually last and hold up well in tough conditions - build quality is super important to me. What's the best option out there, even if it costs a bit more?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qa49b937127,S00001,"I'm looking for a USB-rechargeable headlamp for camping that actually looks good and doesn't make me feel like I'm wearing some clunky miner's hat. Budget-friendly would be nice, but I'm really prioritizing something stylish and sleek that I'd actually want to wear out.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qf60a033413,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has solid performance and durability. It would be great if it looked decent too, since I'll be wearing it regularly. What would you recommend that balances good value, reliable build, and a sleek design?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qda2b399d1b,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank. I don't want to spend a fortune, but I still need it to be reliable and work well in the dark - what's the best budget-friendly option you'd recommend?",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q79d3c538d7,S00001,I need a USB-rechargeable headlamp for camping that's really durable and reliable - build quality is the most important thing to me since I'll be using it in rugged conditions. What's the best option out there that won't let me down?,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qa78f463795,S00001,"I'm looking for a USB-rechargeable headlamp for camping that actually looks sleek and modern - something I won't be embarrassed to wear. It should still be decent quality of course, but honestly I'm more interested in finding something that looks good and doesn't break the bank.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qee5cf7330f,S00001,I need a USB-rechargeable headlamp for camping that doesn't break the bank but still has good quality and looks decent. What would you recommend that balances all those things without spending a fortune?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q6e71b96db7,S00001,Looking for a cheap USB-rechargeable headlamp for camping that won't break the bank but still won't fall apart after a few trips. Does anyone have recommendations for something reliable under $30?,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qd7c32cfcbb,S00001,I need a USB-rechargeable headlamp for camping that won't let me down on the trail - durability and reliable performance are way more important to me than saving a few bucks. What's the best quality option you'd recommend?,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qc1db58ea5c,S00001,"I'm looking for a USB-rechargeable headlamp for camping that looks really sleek and modern - something I'd actually want to wear and not feel self-conscious about. It should be reliable enough for camping trips, but honestly the design and aesthetic are what matter most to me. Budget-wise I'm flexible as long as it's not crazy expensive.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qdd5bf0b126,S00001,I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has solid performance and doesn't look too clunky. Something that balances good value with decent reliability and a sleek design would be perfect.,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qd42e0c0a70,S00001,I need a cheap USB-rechargeable headlamp for camping that won't break the bank. Does anyone have recommendations for something under $30 that still works reliably?,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q7dc361e71f,S00001,I need a really reliable USB-rechargeable headlamp for camping that's built to last and won't fail me on the trail. Quality and durability are my main concerns - I don't mind spending a bit more if it means I'm getting something that actually works well and won't let me down in the dark.,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qfd16b5cba1,S00001,"I need a USB-rechargeable headlamp for camping that actually looks sleek and modern, not like some clunky piece of gear. I don't want to spend a fortune, but I'm willing to pay a bit more if it looks really good and isn't cheap-looking.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q91806a8404,S00001,I need a USB-rechargeable headlamp for camping that doesn't break the bank but still feels solid and well-made. It should also look decent since I like gear that's both functional and nice to have around.,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q12b96daa92,S00001,I need a USB-rechargeable headlamp for camping that won't break the bank - what's the best deal I can get without sacrificing too much on durability and brightness? Ideally something under $50 that'll actually last through a few camping trips.,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qd2dbee3a16,S00001,"Looking for a really durable USB-rechargeable headlamp for camping that will hold up well on multiple trips. Quality is super important to me since I don't want it failing in the backcountry, though I'm willing to spend a bit more for something that's built to last.",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q17fdb81329,S00001,"I need a USB-rechargeable headlamp for camping that looks really sleek and modern—something I won't feel self-conscious wearing. It should still be decent quality and not break the bank, but honestly the way it looks is what matters most to me.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q4facdd30e0,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank, but I also want something that actually works well and looks decent. Can you recommend something that balances good performance and style without being too expensive?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q6d43caedda,S00001,"Looking for a USB-rechargeable headlamp for camping that won't break the bank - budget is my main concern. It needs to be reliable enough for a few trips, but I'm not looking to spend a ton on something fancy.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qde9d87db50,S00001,I need a really reliable USB-rechargeable headlamp for camping trips and I'm willing to invest in something that's built to last. What are the best quality options that won't fail me in the backcountry?,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qb614e69f23,S00001,"I'm looking for a USB-rechargeable headlamp for camping that doesn't look clunky or ugly - something sleek and stylish that I'll actually want to wear. Budget is important but it's gotta look good, you know?",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qa267847595,S00001,I'm looking for a USB-rechargeable headlamp for camping that balances good performance with a reasonable price—nothing too bulky or ugly-looking since I'll be wearing it a lot. What would you recommend that gives me solid quality without breaking the bank?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qefc7a7ddee,S00001,I need a USB-rechargeable headlamp for camping but I'm on a tight budget. Can you recommend something affordable that still works reliably and won't die after a couple of trips?,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q0889903e8c,S00001,"I need a really reliable USB-rechargeable headlamp for camping that won't let me down on the trail. Build quality and durability are super important to me—I'd rather invest in something that lasts than replace it constantly, though obviously I don't want to overspend either. What would you recommend?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q3272873bb0,S00001,"I need a USB-rechargeable headlamp for camping that looks really sleek and modern - like something that doesn't look clunky or outdated. I don't want to break the bank, but I'm willing to pay a bit more if it actually looks good and won't deteriorate quickly.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q14eb149186,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has solid build quality and doesn't look too clunky. What would you recommend that hits a good balance between price, durability, and design?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q05411622c5,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank. I want something reliable that'll actually last through a few camping trips, but I'm mainly looking for the best deal out there.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q6e42ca9d0f,S00001,"I need a really reliable USB-rechargeable headlamp for camping that won't fail me on the trail. Build quality is super important to me since I'll be using it in tough conditions, so I'm willing to spend a bit more for something that's durable and proven to last.",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q971a81552f,S00001,"I'm looking for a USB-rechargeable headlamp for camping that actually looks sleek and modern, not like those bulky industrial ones. I want something stylish that I won't feel self-conscious wearing, and it needs to be reasonably priced without sacrificing quality.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qb6be2a3c37,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank, but I also want something that's durable and doesn't look too bulky. What would you recommend that hits a good balance between price, quality, and not looking like a clunky mining helmet?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qa4be0c6754,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank - what's the cheapest option that still holds up decently? I don't really care how it looks, I just need something reliable that works well.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qe96bc11d15,S00001,"I need a reliable USB-rechargeable headlamp for camping that will actually last and perform well in the field—durability and brightness are really important to me. What's the best quality option out there, even if it costs a bit more?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q9bc4759494,S00001,"I need a USB-rechargeable headlamp for camping that looks sleek and modern - something I won't be embarrassed to wear. It doesn't need all the fancy features, but I want it to look good and not too expensive.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q194271ccfd,S00001,I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has decent quality and doesn't look too clunky. Ideally something that balances good performance with a reasonable price and looks okay when I'm wearing it.,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q2232b83ef7,S00001,I need a USB-rechargeable headlamp for camping that won't break the bank - what's the cheapest option that's still reliable and won't die on me in the middle of a trip?,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q886299866d,S00001,I need a really reliable USB-rechargeable headlamp for camping that won't let me down in the field - durability and brightness are way more important to me than saving a few bucks. What's the best quality option you'd recommend?,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q752e5acd01,S00001,"I need a USB-rechargeable headlamp for camping that looks really sleek and modern - style matters to me almost as much as it working well. Something that won't break the bank but doesn't look cheap either, you know?",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qa387514223,S00001,I'm looking for a USB-rechargeable headlamp for camping that doesn't break the bank but still has solid build quality and looks decent. Something that balances good performance with reasonable pricing would be perfect.,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qb352b054b3,S00001,I need a USB-rechargeable headlamp for camping that won't break the bank - what's the best budget option that still works reliably? I don't mind if it's not fancy looking as long as it's affordable and dependable.,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q333babc08e,S00001,"I'm looking for a USB-rechargeable headlamp for camping that's really built to last and won't let me down in the backcountry. I want something with excellent brightness and durability above all else, though it shouldn't look too bulky. Budget isn't my main concern as long as I'm getting a quality piece of equipment.",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q79cfbf9f39,S00001,"I need a USB-rechargeable headlamp for camping that actually looks good and doesn't look like some chunky, ugly piece of gear. Something sleek and modern that I won't mind wearing, ideally without breaking the bank.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qd98fc2475f,S00001,I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has solid construction and good reviews. I'd also prefer something that looks decent and isn't too bulky since I'll be wearing it for long stretches. What would you recommend that balances decent price with reliability and style?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q2aba034ce5,S00001,"Looking for a USB-rechargeable headlamp for camping that won't break the bank - something affordable but still reliable. I don't care too much about fancy features or looks, just need it to work well and last through a few trips without costing a fortune.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qa977c200da,S00001,"I need a really durable USB-rechargeable headlamp for camping that won't let me down in the backcountry. What's the best quality option you'd recommend, even if it costs a bit more?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q7401f249b6,S00001,"I need a USB-rechargeable headlamp for camping that actually looks good and doesn't make me feel like I'm wearing a construction helmet. Ideally something sleek and stylish that won't break the bank, but I'm really more concerned about finding something that looks attractive and won't look out of place at the campsite.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q672753ffc3,S00001,I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has solid quality and doesn't look too clunky. Any suggestions for something in the mid-range that balances all three?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q140a375484,S00001,"I'm looking for a cheap USB-rechargeable headlamp for camping that won't break the bank, but I still want something reliable that won't die on me in the middle of a trip. What's the best budget option out there?",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q97cd97f5a2,S00001,"I need a really reliable USB-rechargeable headlamp for camping that's built to last, even if it costs a bit more. Quality and durability are what matter most to me - I want something I can depend on in the backcountry without worrying about it failing.",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q04d4f41934,S00001,"I'm looking for a USB-rechargeable headlamp for camping that doesn't look like a clunky tool. I want something sleek and modern that actually looks good, preferably in a nice color or minimalist design. Budget matters but I'm willing to pay a bit more if it looks amazing.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qe5289960b6,S00001,I'm looking for a USB-rechargeable headlamp for camping that doesn't break the bank but still has solid build quality and looks decent. Any suggestions for something well-made that's reasonably priced and isn't ugly?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q289a32571b,S00001,Looking for a USB-rechargeable headlamp for camping that won't break the bank - budget is pretty tight but I still want something that actually works well and won't crap out after a few trips. What's the best value option out there?,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q962bf5644d,S00001,I'm looking for a really durable USB-rechargeable headlamp for camping that won't let me down in the backcountry. Quality and reliability are super important to me - I'd rather spend a bit more on something built to last than deal with a cheap headlamp dying on me mid-trip.,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qc4e4c84b48,S00001,"I need a USB-rechargeable headlamp for camping that looks really sleek and modern - something I'd actually want to wear that doesn't look clunky or outdated. It should still be reliable, but honestly I'm willing to spend a bit more if it means getting something that looks good out there.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Qf3c7161f25,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank, but I don't want to sacrifice quality or get something ugly. What's a good middle-ground option that looks sleek and actually performs well?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q5c1c81719c,S00001,"Looking for a cheap USB rechargeable headlamp for camping that won't break the bank but still works reliably when I need it. Budget is tight so I need something affordable, though I don't want total garbage that'll die after one trip.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qdeca4a3258,S00001,I need a really reliable USB-rechargeable headlamp for camping that won't quit on me in the middle of a trip - quality and durability are way more important than saving a few bucks. What's the best option out there?,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q20e57aa991,S00001,"I need a USB-rechargeable headlamp for camping that looks sleek and modern - ideally something compact and stylish that I won't feel self-conscious wearing. It should be well-made and reliable, but I'm hoping to find something under $50 that actually looks good.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q18b166340d,S00001,I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has good quality and doesn't look too clunky. Can you recommend something that balances all three?,balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qaa7d3dec26,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank. I want something reliable that will last through a few trips, but honestly I'm mostly looking for the best deal possible.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q948b8b1917,S00001,"I need a really reliable USB-rechargeable headlamp for camping that won't let me down on the trail. What's the best quality option out there, even if it costs a bit more?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qa31db737af,S00001,"I'm looking for a USB-rechargeable headlamp for camping that actually looks stylish and modern—nothing too bulky or ugly. I don't want to spend a fortune on it, but I'm willing to pay a bit more for something that looks really good. Any recommendations for headlamps that won't ruin my aesthetic while I'm out camping?",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q1d82a96964,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank, but I still want something reliable and durable that looks decent. What would you recommend that gives me a good balance between price, quality, and style?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qa8a9e583f6,S00001,I need a USB-rechargeable headlamp for camping but I'm on a tight budget - what's the cheapest option that won't fall apart after one trip? Looking for something that actually works well without breaking the bank.,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Q929f8aeec7,S00001,"I'm looking for a really reliable USB-rechargeable headlamp for camping that won't let me down in the field. Quality and durability are way more important to me than saving a few dollars, but I'd still like something that doesn't break the bank. Any recommendations for a headlamp with excellent build quality and dependable performance?",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qa7516b4ad9,S00001,"I'm looking for a USB-rechargeable headlamp for camping that looks really sleek and modern - something I'd actually want to wear and show off, not some clunky ugly thing. It needs to work well and not break the bank, but honestly the aesthetics are what matter most to me.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q29190a68d5,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank, but I don't want to sacrifice on quality or how it looks. What would you recommend that gives me a good balance between price, durability, and style?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qb026d8d1f7,S00001,"I need a USB-rechargeable headlamp for camping that won't break the bank. I want something reliable that won't die on me in the middle of a trip, but I'm mainly looking for the best bang for my buck here.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qb46a27851c,S00001,"I need a USB-rechargeable headlamp for camping that's really reliable and built to last - durability and performance are my top concerns. It should have great brightness and battery life, though I'm willing to spend a bit more for something with solid construction. Bonus points if it doesn't look clunky!",quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Qc981f53628,S00001,"I'm looking for a USB-rechargeable headlamp for camping that looks sleek and modern - something that doesn't look clunky or outdated. I'd prefer something stylish that I won't be embarrassed to wear, and while I don't want to overspend, the design is really the most important factor for me.",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q95a4b1e6da,S00001,"I'm looking for a USB-rechargeable headlamp for camping that won't break the bank but still has good build quality. I'd prefer something that looks decent too, not too bulky or ugly. Any solid recommendations in the mid-range price?",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Qabff7f318e,S00001,"Looking for a USB-rechargeable headlamp for camping that won't break the bank - budget is around $30-40. I want something that actually works well and lasts through a camping trip, but honestly the most important thing is finding a good deal without spending too much.",price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
Qd43020f5b7,S00001,I'm looking for a really durable USB-rechargeable headlamp for camping that won't let me down in the field. Quality and reliability are way more important to me than getting the cheapest option - I want something that will actually last and perform well when I need it most.,quality_focused,0.2,0.7,0.1,S00001-P01,S00001-P02,True,0.8477,0.6341,0.2136
Q24bf14805f,S00001,"I'm looking for a USB-rechargeable headlamp for camping that looks sleek and modern - something I won't be embarrassed to wear. It needs to work well of course, but I'm really drawn to stylish designs with good aesthetics. What are some good-looking options that won't break the bank?",aesthetics_focused,0.2,0.2,0.6,S00001-P01,S00001-P02,True,0.7262,0.5016,0.2246
Q319bcf552d,S00001,"I'm looking for a USB-rechargeable headlamp for camping that doesn't cost too much but still performs well. I want something reliable that won't break on me, and honestly it'd be nice if it looked decent too since I'll be wearing it regularly.",balanced,0.34,0.33,0.33,S00001-P01,S00001-P02,True,0.8142,0.5645,0.2497
Q311737b1f1,S00001,I need a USB-rechargeable headlamp for camping but I'm on a tight budget - what's the best value option that won't die after a few trips? I just want something reliable that won't break the bank.,price_sensitive,0.6,0.3,0.1,S00001-P01,S00001-P02,True,0.9117,0.6093,0.3024
